Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
KREF,KKR Real Estate Finance Trust Inc.,20.22,$1.2B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",31.89,$5.52B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",21.23,$1.06B,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,19.04,$622.5M,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,17.06,$1.55B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,47.51,$7.7B,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,43.09,$39.25B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",27.51,$1.56B,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,27.84,$574.84M,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,11.3,$14.51B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",28.41,$147.75M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn Ferry ,40.05,$2.26B,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,6.32,$2.54B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,28,$896.44M,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),22.24,$17.94B,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,14.77,$1.71B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro
KT,KT Corporation,12.19,$5.98B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",24.59,$6.8B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),6.8301,$47.07M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",256.23,$20.36B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lll
LH,Laboratory Corporation of America Holdings,170.8,$16.82B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,16.66,$2B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,10.15,$498.9M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",60.84,$8.9B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,5.8,$228.08M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",2.8,$662.35M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,59.23,$45.77B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
LTM,LATAM Airlines Group S.A.,9.24,$5.6B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm
LGI,Lazard Global Total Return and Income Fund,16.07,$154.36M,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,35.66,$3.94B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",9.89,$68.05M,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,30.98,$1.45B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,90.47,$2.26B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,7.11,$183.82M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/leaf
LEA,Lear Corporation,137.76,$8.58B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.26,$130.38M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.12,$379.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",37.07,$3.21B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.57,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",24.72,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",38.28,$5.02B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,26.8883,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,31.1195,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.6,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,6.9,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",78.92,$11.38B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.31,$177.85M,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,2.85,$1.23B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,51.35,$16.6B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",268.27,$10.52B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,10.2696,$256.74M,2018,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lhc.ws
LEVI,Levi Strauss & Co,21.76,$8.54B,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,9.72,$2.28B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,54.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",7.48,$5.35B,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,6.34,$1.27B,1986,n/a,n/a,https://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",5.84,$216.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,15.15,$1.7B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt
LPT,Liberty Property Trust,50.85,$7.54B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",97.05,$4.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",1.4996,$100.82M,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,62.93,$12.73B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lnc.ws
LIN,Linde plc,202.13,$109.71B,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,79.9,$861.83M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,28.32,$6.76B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",119.28,$2.76B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,3.85,$341.63M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",66.69,$13.97B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv
LTHM,Livent Corporation,6.97,$1.02B,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",51.16,$3.53B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,2.92,$51.63B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,13.38,$240.62M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,359.36,$101.53B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
L,Loews Corporation,54.07,$16.46B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.3,$1.35B,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,25.29,$3.12B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",100.84,$80.26B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,3.43,$98.68M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",4.73,$158.5M,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",46.49,$1.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",1.16,$34.66M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",11.18,$320.7M,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,23.79,$647M,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",19.71,$345.53M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,18.61,$703.7M,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,86.46,$32.02B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,165.51,$22.61B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB^,M&T Bank Corporation,1025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1032.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",32.45,$2B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",27.54,$759.25M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),33.77,$4.77B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,23.84,$2.15B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,10.39,$88.81M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.76,$296.25M,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,40.26,$3.46B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,66.46,$4.25B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,22.3,$6.89B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,6.46,$135.32M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mcn
MMP,Magellan Midstream Partners L.P.,62.22,$14.21B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",48.77,$15.72B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,10.98,$375.78M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MGY,Magnolia Oil & Gas Corporation,11.48,$2.88B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mgy
MGY.WS,Magnolia Oil & Gas Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mgy.ws
MH^A,"Maiden Holdings, Ltd.",5.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",5.025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",5.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",15.23,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",20.91,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,41.08,$2.58B,2007,n/a,n/a,https://www.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.54,$566.13M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,8.97,$751.81M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk
MANU,Manchester United Ltd.,17.75,$2.92B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",16.86,$603.39M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",1.75,$27.38M,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,93.36,$5.58B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,18.04,$35.5B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,14.05,$11.49B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,52.66,$34.89B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",30.71,$1.2B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),34.13,$1.05B,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/mcs
MPX,Marine Products Corporation,17.71,$604.36M,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",16.77,$458.21M,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1080.26,$14.96B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl
VAC,Marriott Vacations Worldwide Corporation,95.39,$4.28B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",97.02,$49.21B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",224.93,$14.08B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,38.1,$11.18B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,49.98,$1.28B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",48.03,$3.66B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,264.47,$270.13B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,18.69,$2.18B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,67.1,$1.37B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",37.04,$1.59B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",10.01,$193.19M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mlp
MAXR,Maxar Technologies Inc.,7.59,$452.21M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr
MMS,"Maximus, Inc.",74.57,$4.76B,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",23.02,$1.63B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl
MEC,"Mayville Engineering Company, Inc.",14.31,$281.81M,2019,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mec
MBI,"MBIA, Inc.",9.2,$829.66M,1987,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",154.41,$20.38B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc.v
MDR,"McDermott International, Inc.",8.34,$1.52B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,204.26,$155.96B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,1.79,$644.37M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,133.06,$25.28B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",26.13,$5.18B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mdu
MTL,Mechel PAO,2.23,$556.97M,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,0.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtl^
MPW,"Medical Properties Trust, Inc.",18.21,$7.18B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,126.72,$1.51B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,2.39,$130.19M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,24.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,24.3375,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,16.2,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,16.58,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,2.46,$75.09M,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",24.6,$2.13B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md
MDT,Medtronic plc,99.38,$133.24B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt
MFAC,Megalith Financial Acquisition Corp.,10.05,$212.67M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfac.ws
MRK,"Merck & Company, Inc.",84.57,$217.74B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,60.47,$3.35B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,53.96,$2.44B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,50.78,$1.94B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",23.47,$1.96B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor
MER^K,"Merrill Lynch & Co., Inc.",26.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^k
PIY,"Merrill Lynch Depositor, Inc.",12.9146,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,12.0985,$22.55M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,29.21,$383.24M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",26.4,$976.46M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",48.91,$46.48B,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",23.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^a
MET^E,"MetLife, Inc.",26.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^e
MCB,Metropolitan Bank Holding Corp.,43.34,$360.62M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb
MTD,"Mettler-Toledo International, Inc.",830.11,$20.59B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",11.04,$76.13M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",13.85,$207.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",7.22,$3.25B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",25.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfa^b
MFO,"MFA Financial, Inc.",25.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfo
MCR,MFS Charter Income Trust,8.14,$382.5M,1989,n/a,n/a,https://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,4.63,$150.94M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,3.8,$446.07M,1988,n/a,n/a,https://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,5.79,$389.09M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.98,$287.49M,1986,n/a,n/a,https://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,5.7285,$40.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,13.44,$4.78B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg
